,id1,id2
1174,1303904,2191532
1175,1470420,2853769
1176,1314100,2056149
1177,1715545,2280703
1178,1634398,2476711
1179,1378953,2452487
1180,1551190,2301293
1181,1658985,2228075
1182,1871475,2111411
1183,1224340,2411295
1184,1705926,2400070
1185,1359791,2538868
1186,1257969,2250609
1187,1809436,2470853
1188,1668203,2324555
1189,1570710,2695784
1190,1063832,2887239
1191,1340474,2561242
1192,1058985,2279657
1193,1564053,2288577
1194,1291213,2591078
1195,1277988,2054603
1196,1573746,2766325
1197,1061910,2515689
1198,1179021,2798715
1199,1728619,2488047
1200,1825115,2082891
1201,1620073,2365559
1202,1980925,2843236
1203,1317271,2605009
1204,1894711,2018647
1205,1970176,2428853
1206,1472422,2441889
1207,1936187,2328329
1208,1623769,2994183
1209,1173043,2031439
1210,1221857,2912900
1211,1212921,2091638
1212,1413911,2147137
1213,1808196,2483809
1214,1478787,2372484
